participant_id,age,gender,grade,art_experience,emotion_label,well_being_score,engagement_score,stress_level,creativity_score,hours_art_weekly,preferred_art_medium,session_duration_minutes
0315,15,M,10,Low,Frustration,4.2,4.9,2.9,4.1,4.0,Pencil,119
0316,17,M,11,Medium,Anxiety,3.5,2.3,4.5,4.2,2.5,Mixed,62
0317,18,F,10,High,Calm,3.5,3.8,3.6,3.5,3.5,Pencil,97
0318,14,M,11,Low,Happiness,2.9,2.5,3.5,3.6,9.4,Mixed,91
0319,14,F,11,High,Anxiety,3.8,4.0,4.8,1.9,1.5,Pencil,99
0320,15,M,10,Low,Excitement,3.3,3.3,3.1,1.4,7.9,Watercolor,53
0321,18,M,11,Medium,Happiness,3.2,2.5,2.5,2.8,8.0,Digital,106
0322,17,F,9,High,Anxiety,2.9,3.6,4.4,4.0,7.1,Mixed,66
0323,17,F,10,High,Calm,2.1,4.1,3.7,3.7,7.5,Digital,81
0324,14,M,10,Medium,Sadness,2.0,3.5,1.1,4.0,1.9,Pencil,74
0325,18,F,10,Medium,Happiness,1.7,1.8,4.9,3.1,0.6,Mixed,80
0326,18,F,9,Low,Happiness,4.6,1.9,4.0,2.1,1.9,Digital,93
0327,15,M,11,Medium,Frustration,3.3,2.5,1.4,1.4,7.7,Pencil,102
0328,17,M,11,Low,Sadness,2.4,4.0,2.1,1.9,0.8,Digital,57
0329,16,M,9,High,Excitement,4.8,2.6,3.1,2.8,7.2,Watercolor,110
0330,14,M,11,Medium,Happiness,2.5,2.7,2.4,1.7,4.2,Mixed,34
0331,16,F,12,High,Sadness,3.5,2.2,1.6,3.2,1.1,Mixed,94
0332,14,F,12,Medium,Anxiety,2.3,3.1,1.3,4.2,2.8,Pencil,74
0333,15,M,10,Low,Happiness,1.9,1.1,1.0,3.1,8.3,Pencil,65
0334,14,M,10,Low,Sadness,4.3,3.5,4.7,2.1,5.2,Watercolor,43
0335,16,F,12,High,Anxiety,3.5,2.7,4.9,3.9,1.1,Watercolor,33
0336,18,F,9,Medium,Calm,1.1,2.1,3.9,3.5,6.9,Mixed,96
0337,16,F,11,Low,Anxiety,1.8,3.4,1.8,3.0,4.2,Pencil,106
0338,14,M,12,High,Sadness,3.3,2.7,1.4,4.9,7.1,Watercolor,74
0339,15,F,10,High,Anxiety,1.6,1.2,2.2,1.5,3.6,Mixed,95
0340,16,M,11,Low,Frustration,4.3,3.9,3.2,3.7,6.1,Digital,81
0341,16,F,11,Medium,Calm,3.5,1.9,3.6,2.8,2.2,Digital,50
0342,18,M,10,High,Sadness,3.9,3.3,4.5,1.1,9.4,Mixed,34
0343,18,F,12,Medium,Excitement,2.4,1.1,3.7,2.9,6.2,Mixed,36
0344,14,F,11,High,Calm,2.0,1.4,3.4,4.5,8.0,Mixed,105
0345,18,M,11,Medium,Anxiety,3.5,3.5,2.1,2.2,0.3,Mixed,102
0346,16,M,9,Low,Frustration,4.2,3.5,3.2,3.6,1.7,Watercolor,31
0347,14,F,10,Low,Calm,4.9,1.9,4.2,3.8,0.4,Digital,71
0348,15,M,9,Low,Sadness,4.5,1.6,3.9,4.2,4.6,Pencil,103
0349,14,F,10,High,Calm,2.4,5.0,2.0,3.2,5.1,Digital,34
0350,16,F,12,High,Calm,3.4,4.6,1.9,4.1,5.0,Digital,98
0351,18,M,10,Low,Calm,4.3,3.5,3.8,4.5,0.6,Mixed,118
0352,18,F,12,High,Happiness,1.5,3.1,1.2,1.5,9.2,Digital,98
0353,16,F,9,High,Calm,3.2,4.8,2.3,1.2,2.6,Watercolor,75
0354,18,F,10,High,Happiness,1.8,1.0,2.8,3.1,4.0,Digital,33
0355,17,M,9,Medium,Calm,3.1,2.7,3.6,1.8,8.2,Digital,33
0356,16,F,11,High,Calm,3.1,4.9,4.6,4.8,2.0,Mixed,59
0357,17,F,12,Medium,Anxiety,1.9,2.9,5.0,1.6,5.4,Mixed,38
0358,15,F,10,Medium,Sadness,4.5,4.2,3.6,4.9,1.5,Pencil,113
0359,16,F,12,Medium,Anxiety,4.9,4.9,1.5,1.2,8.1,Digital,99
0360,15,M,11,Medium,Calm,1.9,1.3,2.1,3.2,9.7,Digital,114
0361,15,F,12,Medium,Anxiety,1.8,4.0,2.1,2.0,3.2,Pencil,88
0362,14,F,11,Medium,Excitement,3.7,3.2,4.2,2.0,3.4,Mixed,78
0363,15,M,12,Low,Calm,5.0,2.1,3.3,4.7,5.1,Pencil,115
0364,14,M,11,High,Anxiety,1.8,2.5,2.4,2.0,4.3,Digital,82
0365,17,F,12,Medium,Happiness,3.6,4.2,3.6,1.4,1.2,Pencil,47
0366,18,M,12,Low,Excitement,3.7,3.5,1.7,3.1,2.7,Watercolor,52
0367,18,F,9,High,Happiness,5.0,2.6,4.3,4.5,8.2,Watercolor,107
0368,18,M,11,High,Frustration,3.0,4.9,2.0,1.6,6.0,Watercolor,91
0369,14,M,12,Medium,Sadness,2.4,2.9,4.8,2.6,2.6,Watercolor,61
0370,15,M,12,Low,Happiness,4.4,3.1,4.4,2.2,3.0,Digital,108
0371,15,F,12,Low,Calm,2.5,3.9,3.7,1.6,3.7,Digital,50
0372,16,M,12,Medium,Frustration,3.9,4.4,4.8,3.3,9.8,Watercolor,45
0373,18,F,12,Medium,Frustration,1.8,2.9,4.2,1.1,5.6,Mixed,30
0374,14,F,12,Medium,Anxiety,3.6,1.4,2.2,5.0,6.1,Pencil,114
0375,15,F,9,High,Frustration,1.4,1.5,2.4,3.4,1.1,Pencil,102
0376,18,M,10,High,Frustration,3.6,3.3,1.3,3.4,6.5,Watercolor,57
0377,17,M,11,Medium,Calm,1.8,1.4,4.3,3.7,8.6,Watercolor,85
0378,16,F,12,High,Sadness,1.6,1.6,3.1,3.8,6.6,Pencil,107
0379,18,F,9,High,Anxiety,1.2,4.0,3.8,1.3,4.3,Digital,98
0380,17,M,11,High,Calm,3.6,1.6,2.5,3.1,8.6,Digital,88
0381,14,F,10,High,Excitement,2.3,1.8,4.5,4.4,8.1,Pencil,79
0382,18,F,12,High,Calm,4.6,3.9,1.0,3.3,0.5,Watercolor,99
0383,16,F,10,Low,Happiness,2.4,2.2,3.9,1.1,3.0,Digital,103
0384,16,F,9,Low,Anxiety,3.1,1.1,2.5,1.3,5.5,Mixed,55
0385,14,M,9,Medium,Excitement,1.4,1.6,2.0,4.2,2.9,Mixed,80
0386,17,F,12,Low,Happiness,2.8,1.5,3.7,1.2,8.6,Watercolor,108
0387,18,F,12,Medium,Excitement,3.1,4.4,1.2,2.4,8.0,Mixed,97
0388,14,M,10,Medium,Excitement,2.7,3.0,3.2,1.4,5.4,Pencil,81
0389,15,F,9,Low,Calm,1.4,3.9,1.1,2.5,8.6,Watercolor,42
0390,15,M,9,High,Excitement,2.0,4.8,4.8,2.3,7.2,Watercolor,51
0391,17,F,12,Medium,Excitement,4.6,3.7,4.6,2.9,5.2,Watercolor,43
0392,17,M,10,Medium,Sadness,3.8,1.6,1.3,2.0,5.8,Pencil,62
0393,16,F,9,High,Sadness,4.8,2.6,1.4,1.5,1.1,Mixed,108
0394,17,M,9,Low,Calm,2.5,3.2,2.5,1.7,6.3,Watercolor,115
0395,16,M,12,Low,Anxiety,1.9,2.5,2.9,2.0,6.8,Watercolor,64
0396,14,M,10,Medium,Happiness,1.7,3.3,2.7,3.9,3.3,Mixed,87
0397,17,F,10,Low,Sadness,4.2,3.3,2.1,2.2,0.3,Pencil,95
0398,17,M,11,Low,Happiness,4.2,3.8,2.2,3.1,7.4,Mixed,108
0399,16,F,12,High,Calm,3.8,4.3,4.9,2.8,8.0,Watercolor,78
0400,14,M,10,Low,Anxiety,4.6,1.6,1.4,2.2,9.0,Pencil,87
0401,16,F,12,Low,Frustration,4.8,4.1,4.2,2.5,2.2,Mixed,44
0402,17,M,9,High,Frustration,2.3,1.4,1.1,2.1,8.2,Watercolor,111
0403,18,M,9,Low,Excitement,3.7,2.1,4.9,3.2,5.2,Pencil,94
0404,18,M,10,Medium,Excitement,4.6,1.9,1.9,2.8,8.8,Pencil,86
0405,18,M,11,High,Happiness,2.2,3.0,2.4,2.2,6.4,Pencil,71
0406,14,M,12,Low,Sadness,1.3,3.8,3.0,4.4,7.6,Pencil,56
0407,17,F,10,Medium,Sadness,4.5,3.7,3.4,3.6,6.8,Digital,51
0408,18,M,12,Low,Frustration,3.8,4.2,2.5,3.1,0.0,Pencil,52
0409,15,F,12,Medium,Anxiety,2.4,4.6,2.5,2.3,6.5,Mixed,103
0410,18,M,11,Low,Happiness,4.4,2.2,3.7,1.1,9.0,Mixed,92
0411,16,F,9,Low,Sadness,3.0,4.7,4.0,1.3,5.8,Digital,114
0412,14,F,10,High,Frustration,3.8,4.3,2.9,1.0,0.8,Digital,102
0413,14,M,11,Medium,Happiness,4.0,3.9,4.6,1.7,0.4,Pencil,67
0414,18,F,11,High,Sadness,4.2,1.3,1.2,2.0,0.7,Digital,76
0415,16,F,11,High,Frustration,2.1,1.5,1.5,4.3,9.0,Watercolor,43
0416,15,M,9,Low,Sadness,3.6,2.8,1.3,4.1,0.7,Watercolor,57
0417,17,M,10,High,Anxiety,2.2,4.4,2.9,2.3,8.6,Pencil,54
0418,14,M,11,Medium,Calm,1.1,2.1,2.2,1.8,6.8,Digital,62
0419,15,M,12,Medium,Excitement,4.7,2.9,1.7,3.9,2.3,Watercolor,93
0420,14,F,9,High,Anxiety,1.4,4.8,2.3,4.0,9.0,Pencil,111
0421,14,F,10,High,Calm,3.3,1.9,5.0,4.9,1.6,Watercolor,82
0422,15,F,12,Medium,Frustration,4.0,1.3,1.2,1.7,0.2,Watercolor,45
0423,17,M,11,Low,Anxiety,2.1,1.0,5.0,2.6,9.2,Mixed,68
0424,18,F,12,Low,Happiness,1.1,2.2,2.3,4.5,6.4,Watercolor,32
0425,15,M,12,Low,Happiness,3.6,1.3,4.5,4.9,6.7,Pencil,80
0426,15,M,10,Medium,Sadness,3.5,2.7,1.7,1.1,1.6,Watercolor,44
0427,15,M,11,Medium,Frustration,3.2,2.2,2.5,3.7,3.1,Watercolor,42
0428,17,M,10,Medium,Happiness,2.5,4.9,4.6,1.2,2.8,Watercolor,78
0429,15,F,10,Low,Excitement,2.5,4.7,3.1,4.5,3.4,Mixed,54
0430,16,F,12,Low,Sadness,4.7,4.9,1.3,1.2,5.8,Digital,77
0431,14,F,12,Medium,Frustration,1.7,3.8,4.3,2.4,9.4,Watercolor,66
0432,15,M,10,Medium,Happiness,1.2,1.8,3.4,4.8,7.1,Pencil,66
0433,18,F,10,Low,Happiness,1.4,2.0,4.7,1.3,8.3,Watercolor,46
0434,15,F,11,Low,Anxiety,2.3,4.8,3.9,2.3,7.0,Digital,65
0435,15,M,11,Medium,Frustration,3.3,3.6,2.4,2.5,8.1,Watercolor,75
0436,17,M,12,Medium,Frustration,1.2,4.1,1.7,3.7,4.1,Mixed,43
0437,18,F,12,Low,Anxiety,4.1,2.7,2.2,1.0,1.2,Watercolor,100
0438,16,M,9,Medium,Excitement,1.7,3.5,3.2,1.9,4.5,Pencil,82
0439,18,F,11,Low,Happiness,4.9,1.7,4.3,4.4,2.9,Digital,41
0440,18,F,9,High,Happiness,2.2,3.8,1.4,4.3,2.7,Pencil,98
0441,16,M,10,High,Calm,1.3,2.0,4.4,1.4,5.4,Mixed,34
0442,15,M,10,High,Anxiety,1.4,4.3,3.6,2.0,5.8,Mixed,40
0443,14,F,10,Low,Happiness,2.3,2.2,4.1,4.1,2.5,Mixed,89
0444,18,M,12,Medium,Sadness,3.9,2.8,1.7,3.7,7.3,Mixed,60
0445,18,F,9,Medium,Excitement,2.9,4.2,4.1,4.4,1.1,Pencil,100
0446,17,M,12,High,Frustration,2.5,3.2,3.1,4.4,0.2,Digital,38
0447,15,M,9,High,Sadness,4.2,2.9,2.5,4.6,5.0,Mixed,81
0448,18,F,11,Low,Sadness,1.2,1.6,2.1,4.7,8.3,Mixed,59
0449,15,F,9,High,Calm,4.4,4.3,1.1,1.6,1.7,Watercolor,44
0450,14,F,9,High,Excitement,3.3,2.4,2.5,4.3,7.0,Digital,38
0451,16,F,9,Medium,Excitement,4.1,1.9,1.1,2.1,5.9,Mixed,115
0452,17,F,12,Medium,Happiness,1.0,4.0,2.5,3.0,7.1,Digital,65
0453,17,F,12,High,Calm,4.1,4.3,2.1,2.4,6.4,Pencil,94
0454,18,M,11,Low,Calm,5.0,4.6,4.3,2.7,7.2,Digital,49
0455,17,F,10,Medium,Calm,4.1,1.5,2.9,4.4,4.7,Mixed,60
0456,14,F,9,Medium,Sadness,3.0,4.7,2.0,2.4,9.3,Digital,44
0457,18,M,10,Medium,Frustration,2.4,1.8,3.8,4.1,5.6,Watercolor,101
0458,14,F,9,High,Sadness,1.6,3.4,1.3,4.1,1.3,Digital,96
0459,17,F,11,High,Anxiety,2.9,2.1,4.5,2.8,3.5,Mixed,67
0460,14,F,9,High,Happiness,3.4,1.1,3.2,4.0,4.7,Pencil,46
0461,14,F,12,Low,Frustration,4.3,2.6,2.1,2.2,1.9,Mixed,112
0462,17,F,12,Low,Happiness,1.5,4.9,1.2,4.4,0.8,Pencil,116
0463,16,F,9,Low,Happiness,4.0,4.1,4.0,2.8,5.6,Mixed,109
0464,18,F,11,High,Happiness,4.0,4.7,4.1,4.4,5.2,Watercolor,111
0465,15,M,9,High,Excitement,1.8,4.3,3.3,1.2,1.0,Pencil,119
0466,14,F,11,Low,Sadness,3.5,2.2,4.6,4.7,1.8,Watercolor,40
0467,15,M,10,High,Sadness,1.2,1.6,3.9,3.2,2.4,Pencil,95
0468,16,M,12,High,Excitement,4.1,2.2,3.0,2.8,9.4,Pencil,30
0469,15,F,9,High,Frustration,2.8,1.9,2.0,4.6,3.3,Mixed,79
0470,17,M,9,Low,Calm,1.1,2.9,4.3,3.2,5.2,Digital,112
0471,17,F,11,Low,Excitement,2.3,1.4,4.1,3.6,7.3,Digital,46
0472,16,F,9,Medium,Sadness,4.0,4.3,2.9,3.2,1.0,Mixed,43
0473,17,M,10,Medium,Anxiety,1.6,1.2,2.0,4.6,6.6,Watercolor,33
0474,14,M,10,High,Calm,4.0,3.2,4.3,3.9,7.5,Mixed,71
0475,16,F,11,Low,Anxiety,4.9,2.3,4.0,4.3,3.6,Digital,33
0476,18,M,9,Low,Excitement,1.4,2.7,2.1,3.9,9.7,Pencil,34
0477,15,F,11,Low,Calm,1.9,5.0,2.2,2.7,0.7,Digital,66
0478,16,M,9,High,Calm,5.0,3.4,2.9,2.6,6.6,Digital,79
0479,16,M,9,Medium,Happiness,1.9,1.1,4.7,2.4,5.6,Mixed,56
0480,17,F,11,High,Happiness,3.2,1.3,4.6,2.4,4.7,Watercolor,99
0481,14,F,10,Medium,Anxiety,4.8,4.6,1.9,1.2,5.6,Pencil,82
0482,14,F,12,High,Calm,4.8,2.1,4.1,3.7,4.0,Pencil,73
0483,16,F,10,High,Anxiety,2.0,4.5,1.6,1.9,4.1,Watercolor,58
0484,17,M,10,Low,Calm,3.0,4.6,2.4,4.1,6.3,Watercolor,115
0485,16,M,12,Medium,Happiness,2.1,4.8,1.4,1.6,5.4,Digital,98
0486,15,F,11,Medium,Excitement,2.8,3.3,3.9,4.9,2.3,Pencil,95
0487,15,F,10,Low,Calm,3.0,2.4,3.0,4.5,8.3,Digital,91
0488,17,F,11,Low,Calm,3.0,3.4,4.1,2.2,0.7,Mixed,109
0489,17,F,9,Low,Sadness,4.6,1.1,1.4,3.4,6.1,Watercolor,61
0490,16,M,11,Medium,Calm,4.4,4.2,1.5,3.1,5.8,Watercolor,119
0491,15,F,12,High,Sadness,1.4,4.5,4.5,1.6,2.9,Mixed,75
0492,14,F,10,High,Anxiety,4.5,2.6,1.7,4.5,1.6,Pencil,72
0493,17,F,10,High,Calm,4.5,3.6,1.7,3.0,4.4,Mixed,48
0494,14,F,11,Medium,Anxiety,2.7,2.1,3.2,3.2,3.3,Pencil,44
0495,18,M,10,High,Frustration,3.4,1.4,2.8,3.2,6.6,Watercolor,31
0496,14,M,11,High,Calm,4.7,3.2,4.4,3.3,1.4,Pencil,39
0497,14,F,9,High,Anxiety,1.4,3.6,2.9,4.2,0.1,Pencil,75
0498,18,F,9,Low,Happiness,5.0,4.1,4.9,2.4,5.7,Watercolor,31
0499,15,F,9,High,Sadness,1.0,3.5,1.5,2.5,7.9,Watercolor,115
0500,14,M,10,Medium,Excitement,1.7,2.7,3.5,3.9,2.6,Pencil,97
0501,18,M,10,Medium,Happiness,3.3,3.7,3.8,4.9,3.1,Watercolor,97
0502,16,F,9,High,Anxiety,4.4,3.6,1.5,2.4,1.0,Pencil,42
0503,14,F,11,High,Anxiety,3.2,1.3,2.2,2.9,4.2,Digital,51
0504,16,F,11,Low,Excitement,1.6,1.2,4.2,3.0,9.6,Pencil,30
0505,17,M,10,Low,Sadness,4.3,4.5,2.7,2.4,3.2,Watercolor,53
0506,14,M,9,Medium,Frustration,1.2,1.2,1.0,4.0,7.5,Pencil,118
0507,15,M,11,High,Sadness,1.9,3.2,3.8,4.3,4.8,Pencil,118
0508,17,F,11,Low,Excitement,1.7,3.3,3.6,3.1,1.4,Mixed,80
0509,18,M,10,Medium,Calm,3.5,3.2,3.8,2.8,3.7,Watercolor,106
0510,17,M,10,High,Calm,3.1,1.2,2.7,2.3,2.8,Mixed,89
0511,14,M,11,High,Excitement,3.1,1.1,3.3,4.3,1.3,Mixed,89
0512,17,M,9,High,Anxiety,4.4,3.1,2.7,1.0,9.4,Mixed,44
0513,16,F,10,Medium,Happiness,3.7,3.3,1.9,3.2,3.1,Digital,55
0514,18,F,10,High,Happiness,3.2,1.6,1.3,3.8,2.8,Mixed,118
0515,15,F,10,High,Frustration,4.4,3.7,3.4,3.2,2.8,Watercolor,116
0516,18,M,12,High,Excitement,4.6,3.3,3.4,1.7,5.3,Watercolor,58
0517,14,F,10,Low,Calm,2.8,2.3,4.8,1.3,9.5,Watercolor,37
0518,15,F,12,High,Frustration,4.7,4.6,2.6,4.3,7.3,Digital,58
0519,14,F,9,High,Happiness,3.0,3.6,3.0,2.6,3.0,Watercolor,61
0520,17,M,12,High,Sadness,4.3,1.0,1.3,2.7,1.1,Watercolor,57
0521,18,M,11,Medium,Anxiety,3.2,1.7,4.7,1.3,6.8,Mixed,116
0522,17,F,12,Medium,Excitement,3.1,1.1,3.4,1.5,3.0,Mixed,97
0523,14,F,11,Low,Happiness,3.7,3.5,2.4,3.0,3.2,Digital,62
0524,14,M,11,Low,Frustration,1.9,3.5,3.9,3.1,4.1,Pencil,66
0525,15,M,12,Medium,Sadness,1.9,2.9,3.8,4.4,3.4,Watercolor,110
0526,15,M,9,Low,Frustration,2.3,4.3,2.1,4.4,8.1,Pencil,41
0527,14,M,9,Medium,Sadness,4.3,4.0,2.6,3.8,9.4,Pencil,71
0528,14,F,10,Low,Anxiety,2.5,2.2,2.1,3.9,2.9,Watercolor,110
0529,17,F,12,Medium,Calm,2.6,3.3,3.7,1.7,2.8,Digital,43
0530,18,F,10,High,Calm,4.0,1.3,4.8,2.1,9.9,Mixed,79
0531,17,F,9,Medium,Frustration,3.1,3.0,3.6,2.7,7.2,Mixed,34
0532,14,F,11,High,Excitement,1.3,1.2,4.8,4.2,9.0,Watercolor,119
0533,17,F,11,High,Sadness,4.1,2.7,1.3,1.5,7.5,Watercolor,60
0534,17,M,12,Low,Frustration,4.9,1.8,1.3,4.3,4.8,Watercolor,96
0535,15,M,12,Low,Happiness,1.8,4.6,2.5,2.7,2.8,Watercolor,31
0536,16,F,12,Medium,Frustration,2.9,4.0,3.9,3.7,8.9,Pencil,36
0537,16,M,12,Low,Happiness,2.5,2.3,3.7,1.7,8.6,Watercolor,59
0538,18,F,11,Low,Excitement,2.5,3.9,2.4,2.9,6.6,Mixed,47
0539,16,F,11,High,Frustration,4.1,4.5,3.5,1.4,5.0,Pencil,52
0540,18,F,9,High,Calm,4.3,2.9,3.4,1.1,9.6,Watercolor,81
0541,17,F,12,Low,Anxiety,2.1,3.4,2.6,3.4,2.9,Digital,88
0542,14,M,11,Low,Frustration,3.1,2.5,2.5,4.0,7.1,Watercolor,32
0543,18,F,11,Medium,Sadness,4.1,1.0,4.7,1.1,2.7,Mixed,55
0544,16,F,10,Low,Anxiety,3.1,4.0,3.1,3.5,5.8,Mixed,67
0545,15,M,12,Low,Calm,3.6,2.7,4.9,3.3,4.9,Mixed,66
0546,16,M,9,High,Anxiety,2.5,2.0,1.3,1.1,8.1,Digital,63
0547,18,M,11,Low,Excitement,4.5,4.2,2.2,4.8,0.7,Watercolor,81
0548,16,F,12,High,Happiness,2.5,4.3,4.5,4.2,3.3,Watercolor,42
0549,16,M,11,High,Happiness,1.5,2.8,2.2,4.0,5.8,Pencil,112
0550,14,M,12,Medium,Anxiety,4.4,1.1,2.7,2.9,7.4,Pencil,55
0551,17,F,9,Medium,Anxiety,4.2,2.2,4.8,1.1,3.1,Pencil,113
0552,18,F,10,Medium,Excitement,1.2,1.6,1.1,1.7,6.5,Watercolor,91
0553,17,M,9,Low,Frustration,1.6,2.6,4.9,1.4,4.4,Pencil,73
0554,17,M,12,High,Happiness,2.9,4.5,2.6,4.6,4.4,Mixed,97
0555,17,M,11,Medium,Frustration,1.5,2.3,4.7,1.2,5.5,Digital,36
0556,14,M,12,Medium,Anxiety,1.1,2.7,4.9,3.1,5.6,Pencil,118
0557,16,M,11,High,Happiness,2.4,4.3,4.6,1.3,6.3,Pencil,31
0558,16,F,10,High,Happiness,1.9,2.9,4.5,2.4,3.5,Pencil,48
0559,16,M,10,Medium,Happiness,3.2,1.7,2.3,2.9,1.0,Digital,55
0560,18,F,12,Medium,Happiness,2.4,3.5,1.8,3.5,5.8,Digital,112
0561,15,M,9,Medium,Happiness,1.3,4.9,2.0,4.8,4.7,Pencil,73
0562,16,M,10,High,Anxiety,2.7,4.0,4.1,1.3,7.7,Pencil,73
0563,15,F,11,High,Sadness,4.8,3.2,4.9,5.0,8.2,Digital,66
0564,18,F,9,Low,Frustration,4.9,2.4,1.2,3.5,7.3,Mixed,74
0565,17,M,9,Low,Excitement,4.2,2.0,2.7,2.6,8.9,Mixed,46
0566,18,M,12,Medium,Calm,4.5,3.4,2.3,1.5,4.9,Pencil,81
0567,17,F,11,Medium,Sadness,2.3,4.2,3.1,1.3,7.4,Digital,50
0568,17,F,12,High,Anxiety,4.2,1.1,4.9,4.0,2.0,Mixed,44
0569,16,F,10,Medium,Happiness,4.6,3.3,4.9,1.6,5.7,Digital,72
0570,14,M,12,High,Calm,2.6,2.8,2.8,2.2,5.2,Watercolor,107
0571,16,M,10,High,Calm,3.3,3.6,3.7,3.6,0.8,Digital,62
0572,18,M,11,High,Happiness,1.8,4.0,1.4,1.7,5.5,Digital,87
0573,17,M,11,Medium,Calm,3.4,4.7,3.5,4.2,9.0,Mixed,81
0574,16,F,11,Low,Calm,1.6,3.4,1.9,3.4,1.1,Mixed,114
0575,16,F,9,High,Anxiety,1.1,1.7,4.5,1.6,4.4,Watercolor,56
0576,18,F,10,Medium,Excitement,4.9,1.3,1.3,4.8,4.4,Pencil,51
0577,15,M,11,Medium,Calm,3.0,1.9,1.2,4.6,1.7,Watercolor,45
0578,16,M,12,High,Excitement,2.9,3.6,3.7,3.9,1.0,Mixed,30
0579,14,M,9,High,Happiness,4.3,3.9,3.1,3.6,4.7,Mixed,58
0580,18,F,9,High,Sadness,3.9,1.1,4.2,4.6,9.2,Digital,76
0581,14,M,12,Medium,Anxiety,4.7,2.9,2.0,4.7,6.1,Watercolor,54
0582,18,M,11,Medium,Anxiety,2.3,2.7,2.6,1.5,4.1,Digital,81
0583,15,F,9,High,Anxiety,3.6,2.2,1.5,4.5,8.8,Digital,71
0584,15,M,10,Low,Excitement,1.2,3.6,1.6,1.5,3.0,Digital,68
0585,15,M,12,Medium,Happiness,2.8,1.3,2.2,4.8,4.5,Watercolor,101
0586,16,F,12,High,Calm,4.8,2.5,4.6,2.7,8.0,Pencil,57
0587,18,F,10,Medium,Excitement,1.9,2.5,4.6,2.1,5.7,Watercolor,86
0588,17,F,12,High,Excitement,4.6,2.4,2.4,3.3,3.1,Digital,32
0589,16,F,10,High,Sadness,1.2,1.9,2.5,2.9,9.4,Mixed,59
0590,16,M,11,Low,Frustration,1.1,1.5,2.0,2.5,7.9,Mixed,89
0591,15,M,12,Medium,Happiness,3.7,2.7,4.5,4.5,5.3,Digital,73
0592,16,M,9,Low,Excitement,3.7,1.1,1.4,3.1,2.8,Mixed,30
0593,18,F,9,Medium,Sadness,4.9,3.3,2.1,2.2,7.9,Pencil,119
0594,17,M,9,Medium,Happiness,2.8,2.0,3.4,2.2,8.1,Pencil,48
0595,14,M,12,High,Sadness,4.4,1.4,4.9,2.3,3.4,Mixed,71
0596,17,F,12,Medium,Sadness,2.2,1.5,4.7,2.5,3.5,Mixed,100
0597,15,F,9,Low,Anxiety,1.2,3.9,1.8,1.8,8.4,Pencil,85
0598,16,F,9,Low,Excitement,4.2,3.9,4.6,4.6,5.8,Digital,100
0599,14,F,11,Low,Happiness,2.7,3.8,4.2,2.0,1.8,Digital,116
0600,16,F,12,High,Happiness,3.4,1.2,4.3,2.4,2.5,Digital,119
0601,14,M,12,Low,Excitement,4.1,2.0,3.9,1.5,9.9,Digital,92
0602,14,F,11,High,Excitement,4.2,1.8,2.5,4.5,9.6,Watercolor,48
0603,15,M,12,High,Frustration,2.9,2.4,2.3,2.1,8.9,Pencil,72
0604,17,F,10,Low,Happiness,4.8,1.8,1.5,2.2,5.3,Watercolor,65
0605,15,F,9,High,Frustration,3.8,5.0,2.4,2.3,9.2,Mixed,82
0606,17,F,12,High,Frustration,4.7,4.0,2.1,2.4,8.1,Digital,102
0607,14,F,9,Low,Frustration,3.0,4.5,4.5,2.3,7.8,Digital,58
0608,17,M,11,Medium,Happiness,1.3,4.3,2.1,3.5,9.0,Pencil,37
0609,16,M,9,Medium,Happiness,3.7,3.0,3.7,4.4,0.7,Mixed,76
0610,17,F,9,Low,Anxiety,1.7,4.3,4.1,1.8,4.2,Digital,44
0611,17,F,12,High,Anxiety,3.6,2.9,2.0,3.4,7.4,Watercolor,93
0612,17,M,11,Medium,Frustration,2.0,3.6,1.2,3.2,3.9,Digital,101
0613,16,F,9,Medium,Happiness,3.7,4.1,2.2,1.8,7.5,Pencil,82
0614,14,F,11,High,Calm,2.7,4.5,4.1,4.0,7.2,Pencil,56
0615,18,F,10,High,Frustration,4.6,2.5,4.9,3.9,9.4,Mixed,73
0616,17,F,10,Low,Calm,3.2,3.3,2.4,2.2,0.7,Digital,63
0617,18,M,12,High,Calm,3.5,2.1,2.7,3.2,6.1,Mixed,46
0618,17,M,11,High,Excitement,1.7,1.3,2.1,3.6,9.4,Digital,60
0619,16,M,10,Low,Excitement,1.6,3.4,3.9,2.4,6.9,Digital,44
0620,18,M,12,Medium,Frustration,2.2,3.5,3.1,3.8,3.8,Watercolor,95
0621,15,M,11,Low,Anxiety,1.5,2.4,3.3,2.7,6.9,Pencil,60
0622,16,M,12,Medium,Calm,4.2,4.5,3.7,4.1,3.3,Watercolor,82
0623,14,F,10,High,Calm,3.3,2.5,4.0,5.0,7.4,Watercolor,46
0624,16,F,12,High,Happiness,3.9,5.0,2.6,4.3,5.7,Mixed,117
0625,17,M,9,Low,Anxiety,3.7,2.6,3.7,4.6,0.8,Mixed,84
0626,14,M,11,High,Sadness,2.2,3.5,1.3,2.9,1.3,Pencil,100
0627,17,F,11,Low,Happiness,2.0,2.7,2.0,4.5,3.4,Watercolor,58
0628,16,F,12,Low,Anxiety,1.8,2.7,4.3,2.5,5.3,Pencil,42
0629,16,F,9,Medium,Sadness,2.3,4.5,1.4,3.6,3.7,Watercolor,44
0630,16,M,10,High,Anxiety,3.2,1.5,1.3,3.6,4.5,Pencil,59
